Animal ID,Datetime_of_Intake,MonthYear_of_Intake,Found Location,Intake Type,Intake Condition,Sex upon Intake,Age upon Intake,Name,Datetime_of_Outcome,MonthYear_of_Outcome,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color,Length_of_Stay
A721770,2016-03-04 08:34:00,3/4/2016 8:34,6803 Woodhue Dr in Austin (TX),Stray,Nursing,Intact Male,3 days,,2016-03-04 00:00:00,3/4/2016 0:00,3/1/2016,Transfer,Partner,Cat,Intact Male,3 days,Domestic Shorthair Mix,Brown Tabby,-1 days +15:26:00.000000000
A721771,2016-03-04 08:34:00,3/4/2016 8:34,6803 Woodhue Dr in Austin (TX),Stray,Nursing,Intact Male,3 days,,2016-03-04 00:00:00,3/4/2016 0:00,3/1/2016,Transfer,Partner,Cat,Intact Male,3 days,Domestic Shorthair Mix,Black,-1 days +15:26:00.000000000
A722153,2016-03-11 16:00:00,3/11/2016 16:00,Austin (TX),Wildlife,Normal,Unknown,2 years,,2016-03-11 10:10:00,3/11/2016 10:10,3/11/2014,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat Mix,Brown/Brown,-1 days +18:10:00.000000000
A722361,2016-03-15 13:50:00,3/15/2016 13:50,Austin (TX),Owner Surrender,Sick,Intact Female,3 months,Louisa,2016-03-15 00:00:00,3/15/2016 0:00,11/15/2015,Transfer,Partner,Dog,Intact Female,3 months,Labrador Retriever Mix,Black/White,-1 days +10:10:00.000000000
A722947,2016-03-24 12:10:00,3/24/2016 12:10,1609 Westmoor Dr in Austin (TX),Stray,Sick,Neutered Male,3 years,,2016-03-24 00:00:00,3/24/2016 0:00,4/10/2012,Transfer,Partner,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Black,-1 days +11:50:00.000000000
A724148,2016-04-12 18:04:00,4/12/2016 18:04,12916 Marimba Trail in Austin (TX),Stray,Normal,Unknown,3 days,,2016-04-12 00:00:00,4/12/2016 0:00,4/9/2016,Transfer,Partner,Cat,Unknown,3 days,Domestic Medium Hair Mix,Orange Tabby,-1 days +05:56:00.000000000
A724151,2016-04-12 18:04:00,4/12/2016 18:04,12916 Marimba Trail in Austin (TX),Stray,Normal,Unknown,3 days,,2016-04-12 00:00:00,4/12/2016 0:00,4/9/2016,Transfer,Partner,Cat,Unknown,3 days,Domestic Medium Hair Mix,Orange Tabby,-1 days +05:56:00.000000000
A724152,2016-04-12 18:04:00,4/12/2016 18:04,12916 Marimba Trail in Austin (TX),Stray,Normal,Unknown,3 days,,2016-04-12 00:00:00,4/12/2016 0:00,4/9/2016,Transfer,Partner,Cat,Unknown,3 days,Domestic Medium Hair Mix,Brown Tabby,-1 days +05:56:00.000000000
A724203,2016-04-13 18:52:00,4/13/2016 18:52,Manor Rd And Hyside in Austin (TX),Stray,Normal,Intact Female,1 year,Athena,2016-04-13 00:00:00,4/13/2016 0:00,4/13/2015,Return to Owner,,Dog,Intact Female,1 year,Pit Bull Mix,Fawn/White,-1 days +05:08:00.000000000
A724278,2016-04-15 07:24:00,4/15/2016 7:24,6204 Kasper St in Austin (TX),Stray,Sick,Unknown,4 weeks,,2016-04-15 00:00:00,4/15/2016 0:00,3/12/2016,Died,At Vet,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Black,-1 days +16:36:00.000000000
A724845,2016-04-22 13:05:00,4/22/2016 13:05,1 Radnor Dr in Travis (TX),Wildlife,Sick,Unknown,1 year,,2016-04-22 00:00:00,4/22/2016 0:00,4/22/2015,Euthanasia,,Other,Unknown,1 year,Raccoon,Brown/Black,-1 days +10:55:00.000000000
A726746,2016-05-14 11:49:00,5/14/2016 11:49,Austin (TX),Stray,Normal,Intact Male,2 weeks,,2016-05-14 00:00:00,5/14/2016 0:00,4/29/2016,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Orange Tabby,-1 days +12:11:00.000000000
A726749,2016-05-14 11:55:00,5/14/2016 11:55,12034 Research Blvd in Austin (TX),Stray,Sick,Intact Female,4 weeks,,2016-05-14 00:00:00,5/14/2016 0:00,4/14/2016,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Black,-1 days +12:05:00.000000000
A727968,2016-05-29 08:20:00,5/29/2016 8:20,Thunder Creek Rd. & 183 in Austin (TX),Stray,Nursing,Unknown,4 days,,2016-05-29 00:00:00,5/29/2016 0:00,5/25/2016,Transfer,Partner,Cat,Unknown,4 days,Domestic Shorthair Mix,Black,-1 days +15:40:00.000000000
A727969,2016-05-29 08:20:00,5/29/2016 8:20,Thunder Creek Rd. & 183 in Austin (TX),Stray,Nursing,Unknown,4 days,,2016-05-29 00:00:00,5/29/2016 0:00,5/25/2016,Transfer,Partner,Cat,Unknown,4 days,Domestic Shorthair Mix,Cream Tabby,-1 days +15:40:00.000000000
A727970,2016-05-29 08:20:00,5/29/2016 8:20,Thunder Creek Rd. & 183 in Austin (TX),Stray,Nursing,Unknown,4 days,,2016-05-29 00:00:00,5/29/2016 0:00,5/25/2016,Transfer,Partner,Cat,Unknown,4 days,Domestic Shorthair Mix,Black/White,-1 days +15:40:00.000000000
A727971,2016-05-29 08:20:00,5/29/2016 8:20,Thunder Creek Rd. & 183 in Austin (TX),Stray,Nursing,Unknown,4 days,,2016-05-29 00:00:00,5/29/2016 0:00,5/25/2016,Transfer,Partner,Cat,Unknown,4 days,Domestic Shorthair Mix,Gray Tabby/White,-1 days +15:40:00.000000000
A728031,2016-05-30 11:18:00,5/30/2016 11:18,2312 E 10Th in Austin (TX),Stray,Nursing,Intact Male,4 days,,2016-05-30 00:00:00,5/30/2016 0:00,5/26/2016,Transfer,Partner,Dog,Intact Male,4 days,Pit Bull Mix,Black,-1 days +12:42:00.000000000
A728080,2016-05-30 17:58:00,5/30/2016 17:58,6700 Shannon Drive in Austin (TX),Stray,Normal,Unknown,2 weeks,,2016-05-30 00:00:00,5/30/2016 0:00,5/15/2016,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Brown Tabby,-1 days +06:02:00.000000000
A728301,2016-06-02 19:21:00,6/2/2016 19:21,Austin (TX),Owner Surrender,Nursing,Unknown,0 years,,2016-06-02 17:38:00,6/2/2016 17:38,6/2/2016,Died,In Kennel,Dog,Unknown,0 years,Pit Bull Mix,Black/White,-1 days +22:17:00.000000000
A728363,2016-06-03 08:22:00,6/3/2016 8:22,Pilgrims And Blacrmoor in Austin (TX),Stray,Nursing,Unknown,2 weeks,,2016-06-03 00:00:00,6/3/2016 0:00,5/19/2016,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Brown Tabby,-1 days +15:38:00.000000000
A728962,2016-06-11 15:50:00,6/11/2016 15:50,Anderson Mill & 183 in Austin (TX),Stray,Sick,Intact Female,2 weeks,,2016-06-11 00:00:00,6/11/2016 0:00,5/27/2016,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Medium Hair Mix,Tortie,-1 days +08:10:00.000000000
A730626,2018-02-08 16:12:00,2/8/2018 16:12,Grayson Ln in Austin (TX),Stray,Injured,Intact Male,3 years,Buster,2016-07-24 19:25:00,7/24/2016 19:25,7/7/2014,Return to Owner,,Dog,Intact Male,2 years,Pit Bull Mix,Brown/White,-564 days +03:13:00.000000000
A730666,2016-07-08 11:46:00,7/8/2016 11:46,1004 Milford Way in Austin (TX),Stray,Normal,Intact Female,2 years,,2016-07-08 00:00:00,7/8/2016 0:00,7/8/2014,Transfer,Partner,Dog,Intact Female,2 years,West Highland/Maltese,White,-1 days +12:14:00.000000000
A731365,2016-07-21 11:16:00,7/21/2016 11:16,1604 A Cinnamon Path in Austin (TX),Stray,Normal,Intact Female,1 month,,2016-07-21 00:00:00,7/21/2016 0:00,6/12/2016,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby,-1 days +12:44:00.000000000
A731434,2016-07-22 10:38:00,7/22/2016 10:38,183 And Ed Bluestein in Austin (TX),Stray,Normal,Unknown,2 years,,2016-07-22 00:00:00,7/22/2016 0:00,7/22/2014,Transfer,Partner,Bird,Unknown,2 years,Heron Mix,Gray/Brown,-1 days +13:22:00.000000000
A733157,2016-08-18 10:01:00,8/18/2016 10:01,Pecan in Austin (TX),Wildlife,Injured,Unknown,1 year,,2016-08-18 00:00:00,8/18/2016 0:00,8/18/2015,Disposal,,Other,Unknown,1 year,Skunk Mix,Black/White,-1 days +13:59:00.000000000
A733964,2018-02-11 15:58:00,2/11/2018 15:58,1305 Southport Drive in Austin (TX),Stray,Normal,Intact Male,3 years,Niko,2018-02-11 10:50:00,2/11/2018 10:50,8/30/2014,Return to Owner,,Dog,Intact Male,3 years,German Shepherd,Black/Brown,-1 days +18:52:00.000000000
A734035,2016-08-31 13:29:00,8/31/2016 13:29,5504 Arbor Ash Ct in Austin (TX),Stray,Normal,Neutered Male,2 years,Jack,2016-08-31 00:00:00,8/31/2016 0:00,8/31/2014,Return to Owner,,Dog,Neutered Male,2 years,Golden Retriever/Standard Poodle,Yellow,-1 days +10:31:00.000000000
A734193,2016-09-03 07:34:00,9/3/2016 7:34,8885 Research Blvd in Austin (TX),Stray,Injured,Intact Female,1 year,,2016-09-03 00:00:00,9/3/2016 0:00,9/3/2015,Euthanasia,Suffering,Other,Intact Female,1 year,Rabbit Sh Mix,Black,-1 days +16:26:00.000000000
A734339,2017-04-25 08:15:00,4/25/2017 8:15,208 Croslin St in Austin (TX),Stray,Injured,Neutered Male,3 years,,2017-04-25 00:00:00,4/25/2017 0:00,9/5/2013,Transfer,Partner,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Black/White,-1 days +15:45:00.000000000
A734950,2016-09-15 17:02:00,9/15/2016 17:02,5401 Martin Luther King in Austin (TX),Wildlife,Sick,Unknown,1 year,,2016-09-15 10:32:00,9/15/2016 10:32,9/15/2015,Euthanasia,Rabies Risk,Other,Unknown,1 year,Raccoon Mix,Black/Gray,-1 days +17:30:00.000000000
A735270,2016-09-21 15:08:00,9/21/2016 15:08,8411 Farm To Market Road 973 South in Austin (TX),Stray,Normal,Intact Female,4 weeks,,2016-09-21 00:00:00,9/21/2016 0:00,8/21/2016,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Calico,-1 days +08:52:00.000000000
A737416,2016-10-27 15:38:00,10/27/2016 15:38,Decker Ln And Loyola Ln in Austin (TX),Stray,Normal,Intact Male,2 months,,2016-10-27 00:00:00,10/27/2016 0:00,8/12/2016,Transfer,Partner,Dog,Intact Male,2 months,Australian Shepherd Mix,Red/White,-1 days +08:22:00.000000000
A737741,2016-11-03 16:31:00,11/3/2016 16:31,103 West 24Th Street in Austin (TX),Stray,Nursing,Unknown,1 week,,2016-11-03 09:08:00,11/3/2016 9:08,10/27/2016,Transfer,Partner,Cat,Unknown,1 week,Domestic Shorthair Mix,Calico,-1 days +16:37:00.000000000
A738466,2016-11-15 17:07:00,11/15/2016 17:07,1403 E 2Nd in Austin (TX),Wildlife,Normal,Unknown,1 year,,2016-11-15 12:01:00,11/15/2016 12:01,11/15/2015,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat Mix,Brown,-1 days +18:54:00.000000000
A738788,2016-11-20 20:24:00,11/20/2016 20:24,300 Ralph Ablanedo Dr in Austin (TX),Stray,Aged,Neutered Male,10 years,*Chandler,2016-11-20 00:00:00,11/20/2016 0:00,5/20/2006,Missing,,Dog,Neutered Male,10 years,Pit Bull Mix,Brown/White,-1 days +03:36:00.000000000
A738798,2016-11-21 11:16:00,11/21/2016 11:16,5115 Lambs Ln in Austin (TX),Stray,Normal,Intact Female,2 years,Blancanieves,2016-11-21 00:00:00,11/21/2016 0:00,11/21/2014,Return to Owner,,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Tan,-1 days +12:44:00.000000000
A738994,2016-11-25 18:43:00,11/25/2016 18:43,1165 Poquito in Austin (TX),Stray,Sick,Intact Female,10 years,,2016-11-25 10:14:00,11/25/2016 10:14,11/25/2006,Euthanasia,Suffering,Cat,Intact Female,10 years,Domestic Shorthair Mix,Brown Tabby,-1 days +15:31:00.000000000
A739532,2016-12-04 11:04:00,12/4/2016 11:04,Travis (TX),Stray,Normal,Intact Female,3 weeks,,2016-12-04 09:52:00,12/4/2016 9:52,11/8/2016,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Medium Hair Mix,Black/White,-1 days +22:48:00.000000000
A741754,2017-01-07 18:08:00,1/7/2017 18:08,10500 Lakeline Mall Dr in Austin (TX),Stray,Sick,Intact Female,10 years,,2017-01-07 00:00:00,1/7/2017 0:00,1/7/2007,Euthanasia,Medical,Cat,Intact Female,10 years,Domestic Shorthair Mix,Torbie,-1 days +05:52:00.000000000
A742322,2017-01-19 16:24:00,1/19/2017 16:24,46Th St And Caswell St in Austin (TX),Stray,Injured,Neutered Male,7 years,Astro,2017-01-19 09:25:00,1/19/2017 9:25,1/19/2010,Return to Owner,,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Orange Tabby,-1 days +17:01:00.000000000
A742340,2017-12-15 14:11:00,12/15/2017 14:11,11711 Domain Dr in Austin (TX),Stray,Normal,Intact Male,3 years,Blue,2017-12-15 11:05:00,12/15/2017 11:05,12/15/2014,Return to Owner,,Dog,Intact Male,3 years,Siberian Husky Mix,White/Black,-1 days +20:54:00.000000000
A742708,2018-07-04 15:32:00,7/4/2018 15:32,East 7Th Street in Austin (TX),Stray,Normal,Neutered Male,7 years,Marty,2018-07-04 10:40:00,7/4/2018 10:40,1/26/2011,Return to Owner,,Dog,Neutered Male,7 years,Golden Retriever Mix,Tan,-1 days +19:08:00.000000000
A742796,2017-05-17 12:03:00,5/17/2017 12:03,West Mooreland Dr in Austin (TX),Stray,Normal,Spayed Female,10 months,Princess,2017-05-17 00:00:00,5/17/2017 0:00,6/28/2016,Adoption,Foster,Dog,Spayed Female,10 months,Labrador Retriever Mix,Yellow,-1 days +11:57:00.000000000
A743544,2017-02-12 13:13:00,2/12/2017 13:13,Outside Jurisdiction,Owner Surrender,Normal,Intact Male,1 year,Zeke,2017-02-12 09:25:00,2/12/2017 9:25,2/12/2016,Adoption,,Dog,Intact Male,1 year,Pointer Mix,Black/White,-1 days +20:12:00.000000000
A743548,2017-02-12 13:23:00,2/12/2017 13:23,5404 Gloucester Lane in Austin (TX),Owner Surrender,Normal,Neutered Male,1 year,Bullet,2017-02-12 09:18:00,2/12/2017 9:18,8/8/2015,Adoption,,Dog,Neutered Male,1 year,Plott Hound Mix,Brown Brindle,-1 days +19:55:00.000000000
A743708,2017-02-15 10:44:00,2/15/2017 10:44,1200 Freedom Hill in Manor (TX),Stray,Normal,Intact Male,1 year,,2017-02-15 09:14:00,2/15/2017 9:14,2/15/2016,Transfer,Partner,Other,Intact Male,1 year,Rat Mix,Gray/White,-1 days +22:30:00.000000000
A744542,2017-03-02 16:18:00,3/2/2017 16:18,Austin (TX),Wildlife,Injured,Intact Male,2 years,,2017-03-02 00:00:00,3/2/2017 0:00,3/2/2015,Euthanasia,Suffering,Other,Intact Male,2 years,Squirrel Mix,Brown,-1 days +07:42:00.000000000
A745636,2017-03-28 11:19:00,3/28/2017 11:19,Austin (TX),Owner Surrender,Normal,Neutered Male,2 months,*Ermis,2017-03-28 00:00:00,3/28/2017 0:00,1/21/2017,Transfer,Partner,Dog,Neutered Male,2 months,Labrador Retriever Mix,Sable/White,-1 days +12:41:00.000000000
A746851,2017-04-10 19:05:00,4/10/2017 19:05,4106 N Lamar ( No Found Address} in Austin (TX),Stray,Normal,Neutered Male,13 years,Sam,2017-04-10 11:07:00,4/10/2017 11:07,4/10/2004,Return to Owner,,Dog,Neutered Male,13 years,Beagle,Tricolor,-1 days +16:02:00.000000000
A746983,2017-04-15 12:39:00,4/15/2017 12:39,Us 290 And Red Elm Parkway in Travis (TX),Stray,Normal,Intact Male,1 year,Bocho,2017-04-15 11:16:00,4/15/2017 11:16,5/13/2015,Return to Owner,,Dog,Intact Male,1 year,Miniature Poodle Mix,White,-1 days +22:37:00.000000000
A747192,2017-04-16 11:27:00,4/16/2017 11:27,Thrasher Lane in Austin (TX),Stray,Nursing,Unknown,2 weeks,,2017-04-16 11:02:00,4/16/2017 11:02,4/1/2017,Died,In Kennel,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Brown Tabby,-1 days +23:35:00.000000000
A747201,2017-04-16 12:25:00,4/16/2017 12:25,6708 Manchaca Rd in Austin (TX),Stray,Normal,Unknown,3 days,,2017-04-16 09:32:00,4/16/2017 9:32,4/13/2017,Transfer,Partner,Cat,Unknown,3 days,Domestic Shorthair Mix,Black,-1 days +21:07:00.000000000
A747202,2017-04-16 12:25:00,4/16/2017 12:25,6708 Manchaca Rd in Austin (TX),Stray,Normal,Unknown,3 days,,2017-04-16 09:32:00,4/16/2017 9:32,4/13/2017,Transfer,Partner,Cat,Unknown,3 days,Domestic Shorthair Mix,Black,-1 days +21:07:00.000000000
A747724,2017-04-24 08:07:00,4/24/2017 8:07,6224 Perlita in Austin (TX),Stray,Nursing,Intact Female,1 week,,2017-04-24 00:00:00,4/24/2017 0:00,4/17/2017,Transfer,Partner,Cat,Intact Female,1 week,Domestic Shorthair Mix,Tortie,-1 days +15:53:00.000000000
A747725,2017-04-24 08:07:00,4/24/2017 8:07,6224 Perlita in Austin (TX),Stray,Nursing,Intact Female,1 week,,2017-04-24 00:00:00,4/24/2017 0:00,4/17/2017,Transfer,Partner,Cat,Intact Female,1 week,Domestic Shorthair Mix,Blue/White,-1 days +15:53:00.000000000
A747726,2017-04-24 08:07:00,4/24/2017 8:07,6224 Perlita in Austin (TX),Stray,Nursing,Intact Male,1 week,,2017-04-24 00:00:00,4/24/2017 0:00,4/17/2017,Transfer,Partner,Cat,Intact Male,1 week,Domestic Shorthair Mix,Blue/White,-1 days +15:53:00.000000000
A748513,2017-05-03 12:49:00,5/3/2017 12:49,7201 Levander Loop in Austin (TX),Stray,Normal,Unknown,2 years,,2017-05-03 11:28:00,5/3/2017 11:28,5/3/2015,Relocate,,Bird,Unknown,2 years,Crow Mix,Black,-1 days +22:39:00.000000000
A748701,2017-05-05 13:36:00,5/5/2017 13:36,602 W Fort Dr in Austin (TX),Stray,Normal,Unknown,2 months,,2017-05-05 00:00:00,5/5/2017 0:00,2/5/2017,Transfer,Partner,Dog,Unknown,2 months,Labrador Retriever Mix,Brown,-1 days +10:24:00.000000000
A748799,2017-04-29 13:47:00,4/29/2017 13:47,5407 Tallow Tree Drive in Austin (TX),Stray,Other,Intact Female,3 weeks,,2017-04-29 00:00:00,4/29/2017 0:00,4/7/2017,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair,Calico,-1 days +10:13:00.000000000
A749197,2017-05-12 10:13:00,5/12/2017 10:13,132111 Bennington in Austin (TX),Wildlife,Nursing,Unknown,6 days,,2017-05-12 00:00:00,5/12/2017 0:00,5/6/2017,Euthanasia,Suffering,Other,Unknown,6 days,Opossum Mix,Gray/Pink,-1 days +13:47:00.000000000
A749208,2017-05-12 11:24:00,5/12/2017 11:24,Austin (TX),Owner Surrender,Normal,Spayed Female,5 months,Beauty,2017-05-12 00:00:00,5/12/2017 0:00,11/12/2016,Adoption,,Dog,Spayed Female,5 months,Welsh Springer Spaniel Mix,White/Tricolor,-1 days +12:36:00.000000000
A749844,2017-05-20 13:12:00,5/20/2017 13:12,Riverside in Austin (TX),Wildlife,Injured,Unknown,5 years,,2017-05-20 00:00:00,5/20/2017 0:00,5/20/2012,Euthanasia,,Other,Unknown,5 years,Turtle Mix,Black,-1 days +10:48:00.000000000
A750435,2017-05-27 11:08:00,5/27/2017 11:08,1706 Adina St in Austin (TX),Stray,Injured,Intact Male,3 weeks,,2017-05-27 00:00:00,5/27/2017 0:00,5/5/2017,Euthanasia,Suffering,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby,-1 days +12:52:00.000000000
A751287,2017-06-06 10:56:00,6/6/2017 10:56,Austin (TX),Stray,Normal,Spayed Female,13 years,Patty,2017-06-06 00:00:00,6/6/2017 0:00,6/6/2004,Return to Owner,,Dog,Spayed Female,13 years,Labrador Retriever Mix,Tan,-1 days +13:04:00.000000000
A751288,2017-06-06 10:56:00,6/6/2017 10:56,Austin (TX),Stray,Normal,Spayed Female,13 years,Sally,2017-06-06 00:00:00,6/6/2017 0:00,6/6/2004,Return to Owner,,Dog,Spayed Female,13 years,Labrador Retriever Mix,Tan,-1 days +13:04:00.000000000
A751607,2017-06-10 11:41:00,6/10/2017 11:41,3464 Willowrun in Austin (TX),Stray,Normal,Neutered Male,2 years,Mish,2017-06-10 10:49:00,6/10/2017 10:49,6/10/2015,Return to Owner,,Cat,Neutered Male,2 years,Domestic Medium Hair Mix,Orange Tabby,-1 days +23:08:00.000000000
A751908,2017-06-15 12:40:00,6/15/2017 12:40,E William Cannon Dr And S Pleasant Valley Rd in Austin (TX),Stray,Normal,Intact Male,1 year,,2017-06-15 00:00:00,6/15/2017 0:00,6/15/2016,Died,In Kennel,Other,Intact Male,1 year,Lop-Amer Fuzzy Mix,White/Brown,-1 days +11:20:00.000000000
A753148,2018-10-18 18:52:00,10/18/2018 18:52,French Place in Austin (TX),Stray,Normal,Intact Female,12 years,Dandelion,2018-10-18 11:26:00,10/18/2018 11:26,11/2/2005,Return to Owner,,Cat,Intact Female,12 years,Domestic Shorthair Mix,Torbie,-1 days +16:34:00.000000000
A754057,2017-07-14 18:04:00,7/14/2017 18:04,Austin (TX),Stray,Sick,Unknown,2 years,,2017-07-14 00:00:00,7/14/2017 0:00,7/14/2015,Euthanasia,At Vet,Cat,Unknown,2 years,Domestic Shorthair Mix,Orange Tabby,-1 days +05:56:00.000000000
A754188,2017-07-17 11:23:00,7/17/2017 11:23,Austin (TX),Owner Surrender,Normal,Unknown,10 years,Sadie,2017-07-17 00:00:00,7/17/2017 0:00,7/17/2007,Transfer,Partner,Dog,Unknown,10 years,Yorkshire Terrier Mix,Blue/Tan,-1 days +12:37:00.000000000
A754189,2017-07-17 11:23:00,7/17/2017 11:23,Austin (TX),Owner Surrender,Normal,Unknown,7 years,,2017-07-17 00:00:00,7/17/2017 0:00,7/17/2010,Transfer,Partner,Dog,Unknown,7 years,Yorkshire Terrier Mix,Blue/Tan,-1 days +12:37:00.000000000
A754190,2017-07-17 11:23:00,7/17/2017 11:23,Austin (TX),Owner Surrender,Normal,Unknown,3 years,,2017-07-17 00:00:00,7/17/2017 0:00,7/17/2014,Transfer,Partner,Dog,Unknown,3 years,Yorkshire Terrier Mix,Blue/Tan,-1 days +12:37:00.000000000
A754191,2017-07-17 11:23:00,7/17/2017 11:23,Austin (TX),Owner Surrender,Normal,Unknown,4 years,,2017-07-17 00:00:00,7/17/2017 0:00,7/17/2013,Transfer,Partner,Dog,Unknown,4 years,Yorkshire Terrier Mix,Blue/Tan,-1 days +12:37:00.000000000
A754193,2017-07-17 11:23:00,7/17/2017 11:23,Austin (TX),Owner Surrender,Normal,Unknown,4 years,,2017-07-17 00:00:00,7/17/2017 0:00,7/17/2013,Transfer,Partner,Dog,Unknown,4 years,Yorkshire Terrier Mix,Tan,-1 days +12:37:00.000000000
A754194,2017-07-17 11:23:00,7/17/2017 11:23,Austin (TX),Owner Surrender,Normal,Unknown,10 years,,2017-07-17 00:00:00,7/17/2017 0:00,7/17/2007,Transfer,Partner,Dog,Unknown,10 years,Toy Poodle Mix,White,-1 days +12:37:00.000000000
A754380,2017-07-19 16:33:00,7/19/2017 16:33,1628 Ohlen Road in Austin (TX),Stray,Normal,Intact Female,2 months,,2017-07-19 00:00:00,7/19/2017 0:00,4/19/2017,Transfer,Partner,Dog,Intact Female,2 months,Boxer Mix,Brown Brindle,-1 days +07:27:00.000000000
A754463,2017-07-21 11:49:00,7/21/2017 11:49,2602 Willow Street in Austin (TX),Stray,Normal,Unknown,2 weeks,,2017-07-21 00:00:00,7/21/2017 0:00,7/6/2017,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Brown Tabby/White,-1 days +12:11:00.000000000
A754464,2017-07-21 11:49:00,7/21/2017 11:49,2602 Willow Street in Austin (TX),Stray,Normal,Unknown,2 weeks,,2017-07-21 00:00:00,7/21/2017 0:00,7/6/2017,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Brown Tabby/White,-1 days +12:11:00.000000000
A754465,2017-07-21 11:49:00,7/21/2017 11:49,2602 Willow Street in Austin (TX),Stray,Normal,Unknown,2 weeks,,2017-07-21 00:00:00,7/21/2017 0:00,7/6/2017,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Brown Tabby/White,-1 days +12:11:00.000000000
A754475,2017-07-21 12:40:00,7/21/2017 12:40,3209 Cupid Drive in Austin (TX),Stray,Normal,Intact Female,1 weeks,,2017-07-21 00:00:00,7/21/2017 0:00,7/13/2017,Transfer,Partner,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Orange Tabby,-1 days +11:20:00.000000000
A754476,2017-07-21 12:40:00,7/21/2017 12:40,3209 Cupid Drive in Austin (TX),Stray,Normal,Intact Female,1 weeks,,2017-07-21 00:00:00,7/21/2017 0:00,7/13/2017,Transfer,Partner,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Orange Tabby,-1 days +11:20:00.000000000
A754477,2017-07-21 12:40:00,7/21/2017 12:40,3209 Cupid Drive in Austin (TX),Stray,Normal,Intact Female,1 weeks,,2017-07-21 00:00:00,7/21/2017 0:00,7/13/2017,Transfer,Partner,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Orange Tabby,-1 days +11:20:00.000000000
A754478,2017-07-21 12:40:00,7/21/2017 12:40,3209 Cupid Drive in Austin (TX),Stray,Normal,Intact Female,1 weeks,,2017-07-21 00:00:00,7/21/2017 0:00,7/13/2017,Transfer,Partner,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Orange Tabby,-1 days +11:20:00.000000000
A754479,2017-07-21 12:40:00,7/21/2017 12:40,3209 Cupid Drive in Austin (TX),Stray,Normal,Intact Male,1 weeks,,2017-07-21 00:00:00,7/21/2017 0:00,7/13/2017,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Orange Tabby,-1 days +11:20:00.000000000
A755088,2017-08-19 11:56:00,8/19/2017 11:56,Austin (TX),Owner Surrender,Normal,Spayed Female,10 months,Machete,2017-08-19 00:00:00,8/19/2017 0:00,9/29/2016,Adoption,,Dog,Spayed Female,10 months,Australian Kelpie Mix,Black/White,-1 days +12:04:00.000000000
A755110,2018-06-15 09:51:00,6/15/2018 9:51,4600 Bolm Road in Austin (TX),Stray,Normal,Spayed Female,1 year,B,2018-06-15 09:42:00,6/15/2018 9:42,7/29/2016,Return to Owner,,Dog,Spayed Female,1 year,Chihuahua Shorthair/Pug,Black/White,-1 days +23:51:00.000000000
A757020,2017-08-29 08:25:00,8/29/2017 8:25,13908 Raudalstoue in Pflugerville (TX),Stray,Nursing,Intact Male,3 days,,2017-08-29 00:00:00,8/29/2017 0:00,8/26/2017,Transfer,Partner,Cat,Intact Male,3 days,Domestic Medium Hair Mix,Black,-1 days +15:35:00.000000000
A757052,2017-08-29 13:15:00,8/29/2017 13:15,1156 West Cesar Chavez in Austin (TX),Stray,Normal,Intact Female,2 weeks,,2017-08-29 00:00:00,8/29/2017 0:00,8/14/2017,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Gray,-1 days +10:45:00.000000000
A757053,2017-08-29 13:15:00,8/29/2017 13:15,1156 West Cesar Chavez in Austin (TX),Stray,Normal,Intact Male,2 weeks,,2017-08-29 00:00:00,8/29/2017 0:00,8/14/2017,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black,-1 days +10:45:00.000000000
